user_id,unique_problems_attempted,unique_problems_solved,total_raw_submissions,problem_win_rate,submissions_per_problem,max_difficulty_solved,proficiency_group
u231518782,36,29,75,0.8055555555555556,2.0833333333333335,C,G3
u191170261,23,16,38,0.6956521739130435,1.6521739130434783,C,G3
u381572327,124,120,225,0.967741935483871,1.814516129032258,D,G4
u649543995,11,8,17,0.7272727272727273,1.5454545454545454,D,G4
u326771206,18,17,28,0.9444444444444444,1.5555555555555556,B,G2
u047176515,37,31,60,0.8378378378378378,1.6216216216216217,D,G4
u654862114,8,7,16,0.875,2.0,C,G3
u689835643,136,134,193,0.9852941176470589,1.4191176470588236,C,G3
u751429038,7,7,9,1.0,1.2857142857142858,A,G1
u442749373,3,3,4,1.0,1.3333333333333333,C,G3
u272138538,3,2,5,0.6666666666666666,1.6666666666666667,B,G2
u125903770,3,2,7,0.6666666666666666,2.3333333333333335,A,G1
u362514785,2,2,3,1.0,1.5,B,G2
u327037801,23,23,33,1.0,1.434782608695652,C,G3
u012774664,78,76,126,0.9743589743589743,1.6153846153846154,D,G4
u012054409,5,3,27,0.6,5.4,B,G2
u745214511,10,10,21,1.0,2.1,E,G5
u679817762,148,134,182,0.9054054054054054,1.2297297297297298,C,G3
u188827677,293,291,1019,0.9931740614334471,3.477815699658703,E,G5
u696703226,39,39,53,1.0,1.358974358974359,F,G6
u244466744,54,49,151,0.9074074074074074,2.7962962962962963,C,G3
u654331780,4,4,8,1.0,2.0,C,G3
u526923396,53,51,128,0.9622641509433962,2.4150943396226414,C,G3
u340064601,48,43,104,0.8958333333333334,2.1666666666666665,F,G6
u307737725,64,60,117,0.9375,1.828125,D,G4
u777916732,4,4,6,1.0,1.5,B,G2
u581094488,269,267,547,0.9925650557620818,2.033457249070632,F,G6
u788952094,10,8,17,0.8,1.7,D,G4
u764292873,11,9,14,0.8181818181818182,1.2727272727272727,C,G3
u531835470,5,4,15,0.8,3.0,D,G4
u580502851,11,11,23,1.0,2.090909090909091,D,G4
u898634672,5,4,12,0.8,2.4,A,G1
u114834319,4,3,8,0.75,2.0,B,G2
u926919444,1,1,5,1.0,5.0,A,G1
u510027273,3,3,7,1.0,2.3333333333333335,C,G3
u527524383,2,1,6,0.5,3.0,A,G1
u545942689,4,1,5,0.25,1.25,B,G2
u748722044,27,25,44,0.9259259259259259,1.6296296296296295,C,G3
u454162557,9,9,18,1.0,2.0,D,G4
u725298722,59,55,100,0.9322033898305084,1.694915254237288,F,G6
u642746479,4,4,4,1.0,1.0,D,G4
u044251893,42,40,68,0.9523809523809523,1.619047619047619,C,G3
u289428937,3,2,5,0.6666666666666666,1.6666666666666667,B,G2
u505512081,4,4,5,1.0,1.25,D,G4
u387034247,10,10,35,1.0,3.5,C,G3
u551320662,54,50,87,0.9259259259259259,1.6111111111111112,F,G6
u260321557,4,4,13,1.0,3.25,A,G1
u767545760,32,30,61,0.9375,1.90625,D,G4
u324655718,3,3,3,1.0,1.0,A,G1
u629709614,44,40,92,0.9090909090909091,2.090909090909091,D,G4
u621203321,15,11,32,0.7333333333333333,2.1333333333333333,C,G3
u349917314,4,4,5,1.0,1.25,C,G3
u853036847,9,8,34,0.8888888888888888,3.7777777777777777,C,G3
u648824067,6,5,7,0.8333333333333334,1.1666666666666667,B,G2
u272285680,1,1,3,1.0,3.0,A,G1
u319056721,28,26,58,0.9285714285714286,2.0714285714285716,C,G3
u415237567,89,76,179,0.8539325842696629,2.0112359550561796,E,G5
u260131566,46,38,81,0.8260869565217391,1.7608695652173914,C,G3
u255117593,11,10,14,0.9090909090909091,1.2727272727272727,D,G4
u714265567,5,5,5,1.0,1.0,D,G4
u994148025,4,4,6,1.0,1.5,B,G2
u878156086,5,5,5,1.0,1.0,B,G2
u179009747,6,5,13,0.8333333333333334,2.1666666666666665,C,G3
u878450308,18,17,27,0.9444444444444444,1.5,D,G4
u826927241,35,30,87,0.8571428571428571,2.4857142857142858,D,G4
u309700131,4,3,9,0.75,2.25,B,G2
u119517901,21,19,27,0.9047619047619048,1.2857142857142858,F,G6
u740475623,6,6,9,1.0,1.5,C,G3
u219894353,8,7,37,0.875,4.625,D,G4
u053963618,3,2,3,0.6666666666666666,1.0,A,G1
u635438341,5,5,9,1.0,1.8,E,G5
u281337375,8,6,13,0.75,1.625,C,G3
u353627623,12,12,16,1.0,1.3333333333333333,A,G1
u240258562,52,50,107,0.9615384615384616,2.0576923076923075,E,G5
u845995224,368,351,460,0.9538043478260869,1.25,E,G5
u042279950,12,10,17,0.8333333333333334,1.4166666666666667,D,G4
u859575816,4,3,11,0.75,2.75,E,G5
u288500098,96,90,177,0.9375,1.84375,D,G4
u177497208,110,108,244,0.9818181818181818,2.2181818181818183,F,G6
u939401127,274,257,496,0.9379562043795621,1.8102189781021898,E,G5
u945771898,4,4,5,1.0,1.25,B,G2
u848336553,24,22,45,0.9166666666666666,1.875,C,G3
u056677140,94,92,143,0.9787234042553191,1.5212765957446808,E,G5
u112618947,17,12,107,0.7058823529411765,6.294117647058823,B,G2
u935719571,3,3,6,1.0,2.0,B,G2
u941458732,17,17,26,1.0,1.5294117647058822,B,G2
u451100851,21,21,67,1.0,3.1904761904761907,F,G6
u371357870,2,1,3,0.5,1.5,A,G1
u247789078,18,18,24,1.0,1.3333333333333333,D,G4
u987549444,21,17,54,0.8095238095238095,2.5714285714285716,E,G5
u644194734,12,11,25,0.9166666666666666,2.0833333333333335,D,G4
u227480023,5,5,6,1.0,1.2,A,G1
u889331320,1,1,3,1.0,3.0,A,G1
u692298442,28,18,41,0.6428571428571429,1.4642857142857142,A,G1
u332621878,11,9,28,0.8181818181818182,2.5454545454545454,A,G1
u283707747,7,7,11,1.0,1.5714285714285714,D,G4
u620278296,6,6,7,1.0,1.1666666666666667,D,G4
u673981655,341,333,661,0.9765395894428153,1.93841642228739,F,G6
u428785856,28,21,73,0.75,2.607142857142857,C,G3
u106635407,465,461,774,0.9913978494623656,1.664516129032258,F,G6
u969270038,27,23,83,0.8518518518518519,3.074074074074074,C,G3
u558961961,11,9,32,0.8181818181818182,2.909090909090909,D,G4
u153064216,10,8,25,0.8,2.5,C,G3
u627143908,55,42,121,0.7636363636363637,2.2,D,G4
u222372026,39,34,118,0.8717948717948718,3.0256410256410255,D,G4
u707562344,28,27,44,0.9642857142857143,1.5714285714285714,E,G5
u518368306,4,3,9,0.75,2.25,C,G3
u281000623,23,20,30,0.8695652173913043,1.3043478260869565,E,G5
u284120954,69,60,127,0.8695652173913043,1.8405797101449275,F,G6
u346513376,4,3,8,0.75,2.0,D,G4
u205068706,4,2,7,0.5,1.75,B,G2
u736114558,2,2,3,1.0,1.5,B,G2
u323680411,353,348,1694,0.9858356940509915,4.798866855524079,D,G4
u786505472,22,22,26,1.0,1.1818181818181819,B,G2
u931462782,53,42,169,0.7924528301886793,3.188679245283019,C,G3
u300490927,2,2,5,1.0,2.5,A,G1
u234791058,10,7,20,0.7,2.0,D,G4
u307028468,37,35,47,0.9459459459459459,1.2702702702702702,E,G5
u955579908,4,4,8,1.0,2.0,C,G3
u222956456,4,4,7,1.0,1.75,D,G4
u471503862,94,93,160,0.9893617021276596,1.702127659574468,D,G4
u875763012,4,4,10,1.0,2.5,D,G4
u062440482,6,6,7,1.0,1.1666666666666667,F,G6
u168043258,9,5,19,0.5555555555555556,2.111111111111111,B,G2
u127509126,12,12,35,1.0,2.9166666666666665,E,G5
u094584416,24,23,38,0.9583333333333334,1.5833333333333333,D,G4
u474385987,11,10,14,0.9090909090909091,1.2727272727272727,C,G3
u931854286,9,9,13,1.0,1.4444444444444444,D,G4
u505195286,59,55,126,0.9322033898305084,2.135593220338983,D,G4
u187857228,198,191,295,0.9646464646464646,1.4898989898989898,D,G4
u360195653,11,7,23,0.6363636363636364,2.090909090909091,B,G2
u898764305,2,2,4,1.0,2.0,B,G2
u344545933,31,29,59,0.9354838709677419,1.903225806451613,C,G3
u901887812,9,8,16,0.8888888888888888,1.7777777777777777,F,G6
u930706853,8,8,16,1.0,2.0,C,G3
u382596945,35,32,54,0.9142857142857143,1.542857142857143,D,G4
u719358949,4,4,13,1.0,3.25,D,G4
u041246776,3,3,25,1.0,8.333333333333334,B,G2
u573785001,5,5,6,1.0,1.2,E,G5
u409500730,3,2,9,0.6666666666666666,3.0,A,G1
u394759653,500,497,642,0.994,1.284,F,G6
u629246993,75,70,147,0.9333333333333333,1.96,E,G5
u585539930,19,16,46,0.8421052631578947,2.4210526315789473,C,G3
u717434999,2,1,8,0.5,4.0,A,G1
u663390975,35,34,63,0.9714285714285714,1.8,F,G6
u284166727,97,93,126,0.9587628865979382,1.2989690721649485,F,G6
u876120259,55,55,78,1.0,1.4181818181818182,C,G3
u019226878,12,11,12,0.9166666666666666,1.0,B,G2
u407710574,18,17,23,0.9444444444444444,1.2777777777777777,D,G4
u272735102,17,17,25,1.0,1.4705882352941178,D,G4
u435612902,38,35,64,0.9210526315789473,1.6842105263157894,D,G4
u362896141,16,13,31,0.8125,1.9375,D,G4
u839300755,21,20,46,0.9523809523809523,2.1904761904761907,F,G6
u392149660,6,6,11,1.0,1.8333333333333333,F,G6
u361017138,10,10,30,1.0,3.0,B,G2
u509035381,6,6,10,1.0,1.6666666666666667,A,G1
u384225589,1,1,4,1.0,4.0,A,G1
u589268546,100,98,255,0.98,2.55,F,G6
u044982943,16,12,28,0.75,1.75,C,G3
u723394740,299,286,524,0.9565217391304348,1.7525083612040133,F,G6
u688551799,3,3,6,1.0,2.0,C,G3
u477351099,4,3,9,0.75,2.25,C,G3
u761519515,24,22,55,0.9166666666666666,2.2916666666666665,C,G3
u202690731,9,8,29,0.8888888888888888,3.2222222222222223,C,G3
u262569757,29,26,45,0.896551724137931,1.5517241379310345,C,G3
u446042804,12,12,30,1.0,2.5,D,G4
u101465235,20,14,33,0.7,1.65,C,G3
u367199607,194,185,364,0.9536082474226805,1.8762886597938144,E,G5
u481487388,2,2,4,1.0,2.0,B,G2
u982461734,27,23,56,0.8518518518518519,2.074074074074074,C,G3
u199390314,5,5,5,1.0,1.0,B,G2
u942687220,20,20,34,1.0,1.7,D,G4
u390222569,1,0,3,0.0,3.0,,
u249847260,1,1,3,1.0,3.0,A,G1
u014690850,2,2,5,1.0,2.5,C,G3
u816731887,3,3,3,1.0,1.0,A,G1
u957143460,34,28,70,0.8235294117647058,2.0588235294117645,D,G4
u643657583,9,7,14,0.7777777777777778,1.5555555555555556,D,G4
u335599768,51,43,139,0.8431372549019608,2.7254901960784315,E,G5
u856965888,21,19,56,0.9047619047619048,2.6666666666666665,F,G6
u986669926,23,23,28,1.0,1.2173913043478262,E,G5
u592248346,353,352,1228,0.9971671388101983,3.4787535410764874,D,G4
u904790982,31,27,80,0.8709677419354839,2.5806451612903225,D,G4
u802642738,16,12,38,0.75,2.375,C,G3
u262801715,5,3,9,0.6,1.8,B,G2
u479075451,98,92,169,0.9387755102040817,1.7244897959183674,F,G6
u202727309,74,74,123,1.0,1.662162162162162,D,G4
u495853450,3,3,7,1.0,2.3333333333333335,C,G3
u380312691,2,2,23,1.0,11.5,A,G1
u132870885,3,3,3,1.0,1.0,C,G3
u729133443,603,597,5845,0.9900497512437811,9.693200663349916,F,G6
u541359382,1,1,5,1.0,5.0,A,G1
u076503518,211,209,300,0.990521327014218,1.4218009478672986,D,G4
u986749883,4,3,6,0.75,1.5,B,G2
u526007715,9,6,10,0.6666666666666666,1.1111111111111112,C,G3
u506944010,14,11,42,0.7857142857142857,3.0,C,G3
u600282866,8,6,13,0.75,1.625,C,G3
u855388824,78,69,119,0.8846153846153846,1.5256410256410255,D,G4
u094130989,60,54,124,0.9,2.066666666666667,E,G5
u776864893,27,25,68,0.9259259259259259,2.5185185185185186,C,G3
u726615467,404,380,711,0.9405940594059405,1.75990099009901,F,G6
u133686401,11,11,12,1.0,1.0909090909090908,F,G6
u812209139,4,2,6,0.5,1.5,A,G1
u746907645,15,14,31,0.9333333333333333,2.066666666666667,C,G3
u166511804,3,3,14,1.0,4.666666666666667,D,G4
u822023556,1,0,4,0.0,4.0,,
u180128141,9,9,13,1.0,1.4444444444444444,B,G2
u699102149,5,4,14,0.8,2.8,C,G3
u992664373,7,7,11,1.0,1.5714285714285714,D,G4
u488670118,62,52,115,0.8387096774193549,1.8548387096774193,D,G4
u165298656,7,1,23,0.14285714285714285,3.2857142857142856,C,G3
u886450127,12,8,31,0.6666666666666666,2.5833333333333335,B,G2
u621041639,4,1,7,0.25,1.75,A,G1
u353515464,7,6,12,0.8571428571428571,1.7142857142857142,C,G3
u701745824,18,12,27,0.6666666666666666,1.5,B,G2
u359152270,11,10,16,0.9090909090909091,1.4545454545454546,B,G2
u240249402,98,96,149,0.9795918367346939,1.5204081632653061,D,G4
u799164835,250,229,518,0.916,2.072,E,G5
u408620326,518,507,1099,0.9787644787644788,2.1216216216216215,F,G6
u423832505,99,89,157,0.898989898989899,1.5858585858585859,F,G6
u465733354,5,3,9,0.6,1.8,B,G2
u473113960,27,22,55,0.8148148148148148,2.037037037037037,D,G4
u768327203,31,29,49,0.9354838709677419,1.5806451612903225,D,G4
u271853076,11,8,27,0.7272727272727273,2.4545454545454546,D,G4
u841348630,29,29,64,1.0,2.206896551724138,E,G5
u825936543,7,7,15,1.0,2.142857142857143,A,G1
u734361204,2,2,4,1.0,2.0,C,G3
u994225559,6,5,6,0.8333333333333334,1.0,B,G2
u420633533,3,2,3,0.6666666666666666,1.0,B,G2
u927912636,5,4,8,0.8,1.6,D,G4
u048036733,267,249,690,0.9325842696629213,2.5842696629213484,D,G4
u649232908,68,66,97,0.9705882352941176,1.4264705882352942,E,G5
u659000518,4,4,11,1.0,2.75,A,G1
u335693071,3,3,5,1.0,1.6666666666666667,C,G3
u027026942,12,9,18,0.75,1.5,C,G3
u076554181,4,3,11,0.75,2.75,C,G3
u806585072,2,2,4,1.0,2.0,C,G3
u544637026,136,131,286,0.9632352941176471,2.1029411764705883,E,G5
u375708802,5,5,13,1.0,2.6,E,G5
u187547251,4,4,10,1.0,2.5,D,G4
u006180579,15,13,27,0.8666666666666667,1.8,C,G3
u852854819,8,8,14,1.0,1.75,D,G4
u561705482,4,3,7,0.75,1.75,C,G3
u875205427,3,3,3,1.0,1.0,C,G3
u217911284,16,13,20,0.8125,1.25,E,G5
u084642265,7,5,9,0.7142857142857143,1.2857142857142858,D,G4
u629412488,3,1,11,0.3333333333333333,3.6666666666666665,A,G1
u942412414,14,13,30,0.9285714285714286,2.142857142857143,F,G6
u010072501,69,69,86,1.0,1.2463768115942029,B,G2
u984340155,6,6,8,1.0,1.3333333333333333,E,G5
u658243311,181,177,327,0.9779005524861878,1.8066298342541436,F,G6
u960570220,42,39,109,0.9285714285714286,2.5952380952380953,B,G2
u420407298,2,1,9,0.5,4.5,A,G1
u587221645,2,1,10,0.5,5.0,A,G1
u890314264,36,27,86,0.75,2.388888888888889,D,G4
u974402118,23,21,54,0.9130434782608695,2.347826086956522,D,G4
u052331051,10,9,37,0.9,3.7,C,G3
u475043105,14,13,27,0.9285714285714286,1.9285714285714286,D,G4
u041325503,3,2,5,0.6666666666666666,1.6666666666666667,B,G2
u118517688,3,3,3,1.0,1.0,C,G3
u365928829,47,46,75,0.9787234042553191,1.5957446808510638,F,G6
u513390431,2,2,7,1.0,3.5,B,G2
u040581895,28,24,52,0.8571428571428571,1.8571428571428572,E,G5
u229097271,2,2,16,1.0,8.0,B,G2
u696059509,3,2,3,0.6666666666666666,1.0,B,G2
u147679084,3,3,6,1.0,2.0,C,G3
u878338907,3,3,6,1.0,2.0,A,G1
u191728703,34,30,95,0.8823529411764706,2.7941176470588234,C,G3
u524962171,50,41,131,0.82,2.62,B,G2
u509924582,18,15,26,0.8333333333333334,1.4444444444444444,E,G5
u801421953,7,5,25,0.7142857142857143,3.5714285714285716,C,G3
u170096584,9,8,11,0.8888888888888888,1.2222222222222223,C,G3
u216959682,3,1,8,0.3333333333333333,2.6666666666666665,A,G1
u059011748,41,33,70,0.8048780487804879,1.7073170731707317,D,G4
u482467214,3,3,3,1.0,1.0,B,G2
u170960568,14,10,26,0.7142857142857143,1.8571428571428572,D,G4
u442636632,55,55,62,1.0,1.1272727272727272,B,G2
u650215290,2,1,4,0.5,2.0,B,G2
u861814009,6,6,18,1.0,3.0,C,G3
u007128301,14,12,30,0.8571428571428571,2.142857142857143,D,G4
u583712825,65,54,114,0.8307692307692308,1.7538461538461538,C,G3
u692486780,3,2,8,0.6666666666666666,2.6666666666666665,B,G2
u252587952,24,21,77,0.875,3.2083333333333335,C,G3
u558177122,2,2,3,1.0,1.5,B,G2
u257354483,36,32,62,0.8888888888888888,1.7222222222222223,C,G3
u245710867,52,48,99,0.9230769230769231,1.9038461538461537,C,G3
u319899633,8,7,13,0.875,1.625,C,G3
u793565199,6,6,16,1.0,2.6666666666666665,C,G3
u121915872,7,6,12,0.8571428571428571,1.7142857142857142,C,G3
u151366507,8,7,12,0.875,1.5,D,G4
u717474517,14,11,24,0.7857142857142857,1.7142857142857142,D,G4
u626818658,6,6,7,1.0,1.1666666666666667,D,G4
u083031094,8,5,16,0.625,2.0,C,G3
u763252210,22,22,34,1.0,1.5454545454545454,F,G6
u862159831,82,80,168,0.975609756097561,2.048780487804878,F,G6
u912045252,7,4,15,0.5714285714285714,2.142857142857143,C,G3
u056444120,31,26,39,0.8387096774193549,1.2580645161290323,D,G4
u369179578,25,22,40,0.88,1.6,C,G3
u809963697,22,21,76,0.9545454545454546,3.4545454545454546,C,G3
u752466217,47,42,87,0.8936170212765957,1.851063829787234,C,G3
u959539771,164,155,495,0.9451219512195121,3.018292682926829,C,G3
u189382877,4,4,9,1.0,2.25,D,G4
u923790533,39,31,59,0.7948717948717948,1.5128205128205128,E,G5
u959005202,22,19,41,0.8636363636363636,1.8636363636363635,C,G3
u217106288,16,14,31,0.875,1.9375,F,G6
u413066312,59,57,102,0.9661016949152542,1.728813559322034,D,G4
u835732324,98,88,179,0.8979591836734694,1.8265306122448979,C,G3
u265607897,26,24,31,0.9230769230769231,1.1923076923076923,E,G5
u917343765,111,106,174,0.954954954954955,1.5675675675675675,E,G5
u755524167,4,2,28,0.5,7.0,A,G1
u165068796,11,6,55,0.5454545454545454,5.0,B,G2
u377066379,4,1,6,0.25,1.5,A,G1
u072349039,4,3,5,0.75,1.25,C,G3
u060650015,50,42,79,0.84,1.58,D,G4
u101988775,4,2,11,0.5,2.75,B,G2
u425619511,156,145,272,0.9294871794871795,1.7435897435897436,F,G6
u259325662,4,3,11,0.75,2.75,C,G3
u555328610,34,33,56,0.9705882352941176,1.6470588235294117,D,G4
u949535099,8,7,17,0.875,2.125,C,G3
u748557321,39,27,63,0.6923076923076923,1.6153846153846154,B,G2
u021851796,4,1,9,0.25,2.25,A,G1
u496999072,3,1,3,0.3333333333333333,1.0,A,G1
u973744316,34,32,81,0.9411764705882353,2.3823529411764706,D,G4
u735032894,24,24,70,1.0,2.9166666666666665,D,G4
u635308208,5,4,5,0.8,1.0,C,G3
u276686572,94,92,174,0.9787234042553191,1.851063829787234,D,G4
u314470965,5,5,14,1.0,2.8,C,G3
u119750178,38,36,63,0.9473684210526315,1.6578947368421053,F,G6
u912953341,10,6,62,0.6,6.2,C,G3
u220054981,16,14,20,0.875,1.25,C,G3
u997308904,22,22,45,1.0,2.0454545454545454,D,G4
u075950453,11,9,58,0.8181818181818182,5.2727272727272725,D,G4
u246366098,305,292,748,0.9573770491803278,2.4524590163934428,F,G6
u766952615,7,6,9,0.8571428571428571,1.2857142857142858,D,G4
u632118923,88,85,230,0.9659090909090909,2.6136363636363638,E,G5
u984465701,145,140,219,0.9655172413793104,1.5103448275862068,F,G6
u284562811,3,3,9,1.0,3.0,C,G3
u905715926,540,521,1450,0.9648148148148148,2.685185185185185,F,G6
u043015097,32,29,78,0.90625,2.4375,F,G6
u356690344,6,4,7,0.6666666666666666,1.1666666666666667,B,G2
u932287288,42,37,103,0.8809523809523809,2.4523809523809526,C,G3
u266964556,45,40,82,0.8888888888888888,1.8222222222222222,D,G4
u549167140,27,24,33,0.8888888888888888,1.2222222222222223,E,G5
u036727656,6,6,11,1.0,1.8333333333333333,F,G6
u378950467,3,3,14,1.0,4.666666666666667,A,G1
u817100994,3,2,8,0.6666666666666666,2.6666666666666665,B,G2
u541873852,23,20,51,0.8695652173913043,2.217391304347826,E,G5
u339420866,29,28,43,0.9655172413793104,1.4827586206896552,D,G4
u805597343,4,4,7,1.0,1.75,A,G1
u697857820,2,2,3,1.0,1.5,B,G2
u908342865,4,4,7,1.0,1.75,B,G2
u385308526,20,18,36,0.9,1.8,C,G3
u985335994,59,54,106,0.9152542372881356,1.7966101694915255,D,G4
u404794295,161,154,421,0.9565217391304348,2.6149068322981366,F,G6
u433366614,16,16,31,1.0,1.9375,C,G3
u601271366,78,63,107,0.8076923076923077,1.3717948717948718,E,G5
u843506660,12,8,32,0.6666666666666666,2.6666666666666665,B,G2
u171654347,38,33,66,0.868421052631579,1.736842105263158,E,G5
u930257418,511,511,701,1.0,1.3718199608610568,F,G6
u449054549,24,21,43,0.875,1.7916666666666667,D,G4
u431065780,2,1,3,0.5,1.5,A,G1
u340669204,5,5,8,1.0,1.6,E,G5
u368796742,634,633,1411,0.998422712933754,2.225552050473186,F,G6
u353710288,27,20,57,0.7407407407407407,2.111111111111111,C,G3
u779149834,16,14,34,0.875,2.125,D,G4
u675879904,4,4,4,1.0,1.0,D,G4
u157512140,3,3,5,1.0,1.6666666666666667,C,G3
u508164527,156,155,251,0.9935897435897436,1.608974358974359,E,G5
u592268075,23,18,46,0.782608695652174,2.0,D,G4
u926065826,46,44,94,0.9565217391304348,2.0434782608695654,F,G6
u962942925,15,13,25,0.8666666666666667,1.6666666666666667,C,G3
u603244605,2,1,4,0.5,2.0,A,G1
u590393956,18,17,26,0.9444444444444444,1.4444444444444444,E,G5
u450886686,3,1,8,0.3333333333333333,2.6666666666666665,A,G1
u303589799,9,7,12,0.7777777777777778,1.3333333333333333,B,G2
u755858836,3,3,4,1.0,1.3333333333333333,B,G2
u854962015,105,89,178,0.8476190476190476,1.6952380952380952,D,G4
u816261436,83,66,180,0.7951807228915663,2.1686746987951806,E,G5
u590012868,12,11,24,0.9166666666666666,2.0,D,G4
u315753191,6,6,8,1.0,1.3333333333333333,F,G6
u509607636,20,14,31,0.7,1.55,D,G4
u128493392,2,2,5,1.0,2.5,B,G2
u076012519,1,1,7,1.0,7.0,C,G3
u282636125,358,356,440,0.994413407821229,1.229050279329609,E,G5
u897830762,4,4,4,1.0,1.0,D,G4
u783439156,10,10,15,1.0,1.5,B,G2
u799547433,44,43,82,0.9772727272727273,1.8636363636363635,F,G6
u824295380,38,37,124,0.9736842105263158,3.263157894736842,E,G5
u886479534,1,1,3,1.0,3.0,D,G4
u594448671,12,10,17,0.8333333333333334,1.4166666666666667,B,G2
u400964948,2,1,3,0.5,1.5,A,G1
u366755732,2,1,9,0.5,4.5,B,G2
u562583579,2,2,4,1.0,2.0,B,G2
u508368788,34,34,81,1.0,2.3823529411764706,D,G4
u868981240,25,24,61,0.96,2.44,A,G1
u370963542,58,56,89,0.9655172413793104,1.5344827586206897,F,G6
u568555377,92,88,216,0.9565217391304348,2.347826086956522,E,G5
u767598124,7,5,16,0.7142857142857143,2.2857142857142856,C,G3
u670047517,10,9,14,0.9,1.4,E,G5
u838717651,112,110,251,0.9821428571428571,2.2410714285714284,D,G4
u866494624,10,7,12,0.7,1.2,D,G4
u066188842,1,1,3,1.0,3.0,A,G1
u387774811,194,190,422,0.979381443298969,2.1752577319587627,F,G6
u337576892,8,8,14,1.0,1.75,C,G3
u495335272,61,47,88,0.7704918032786885,1.4426229508196722,D,G4
u129617569,84,72,146,0.8571428571428571,1.7380952380952381,E,G5
u150438568,7,6,9,0.8571428571428571,1.2857142857142858,A,G1
u586681080,322,320,640,0.9937888198757764,1.9875776397515528,F,G6
u310528768,14,10,51,0.7142857142857143,3.642857142857143,F,G6
u316304078,4,3,8,0.75,2.0,C,G3
u792721945,4,3,11,0.75,2.75,A,G1
u017675051,48,41,80,0.8541666666666666,1.6666666666666667,E,G5
u843560520,68,65,99,0.9558823529411765,1.4558823529411764,C,G3
u432956306,63,58,109,0.9206349206349206,1.7301587301587302,F,G6
u283661333,118,114,219,0.9661016949152542,1.8559322033898304,F,G6
u706121438,16,12,33,0.75,2.0625,B,G2
u201727366,7,4,7,0.5714285714285714,1.0,B,G2
u402406716,3,2,10,0.6666666666666666,3.3333333333333335,A,G1
u491462774,124,122,245,0.9838709677419355,1.9758064516129032,D,G4
u863346818,2,2,3,1.0,1.5,B,G2
u443277273,31,23,60,0.7419354838709677,1.935483870967742,C,G3
u738369226,19,16,134,0.8421052631578947,7.052631578947368,C,G3
u416157051,2,2,5,1.0,2.5,B,G2
u120484719,1,0,3,0.0,3.0,,
u532373064,11,8,23,0.7272727272727273,2.090909090909091,D,G4
u889671219,20,17,36,0.85,1.8,C,G3
u442315525,16,14,23,0.875,1.4375,D,G4
u154281077,3,3,6,1.0,2.0,C,G3
u799739472,4,4,4,1.0,1.0,D,G4
u296343454,56,47,80,0.8392857142857143,1.4285714285714286,C,G3
u592546908,35,32,78,0.9142857142857143,2.2285714285714286,E,G5
u536452928,4,4,6,1.0,1.5,D,G4
u439709490,2,2,4,1.0,2.0,A,G1
u924677522,10,9,11,0.9,1.1,D,G4
u418371368,3,3,3,1.0,1.0,C,G3
u379211780,5,5,6,1.0,1.2,C,G3
u600880955,33,33,39,1.0,1.1818181818181819,A,G1
u901803219,1,1,4,1.0,4.0,A,G1
u902428263,287,269,522,0.9372822299651568,1.818815331010453,E,G5
u589889907,5,4,5,0.8,1.0,D,G4
u722802126,21,19,27,0.9047619047619048,1.2857142857142858,E,G5
u367338946,2,0,4,0.0,2.0,,
u471368568,129,119,287,0.9224806201550387,2.2248062015503876,D,G4
u420344407,15,9,33,0.6,2.2,C,G3
u574770422,1,1,4,1.0,4.0,A,G1
u717599368,29,29,36,1.0,1.2413793103448276,D,G4
u581784275,5,5,6,1.0,1.2,C,G3
u799652071,5,4,15,0.8,3.0,B,G2
u771072294,41,35,63,0.8536585365853658,1.5365853658536586,C,G3
u951762226,27,24,47,0.8888888888888888,1.7407407407407407,D,G4
u361269082,3,3,3,1.0,1.0,A,G1
u553348533,161,145,239,0.9006211180124224,1.484472049689441,D,G4
u123055429,6,5,21,0.8333333333333334,3.5,D,G4
u853819426,29,24,64,0.8275862068965517,2.206896551724138,F,G6
u915103890,65,57,126,0.8769230769230769,1.9384615384615385,F,G6
u939096624,27,26,52,0.9629629629629629,1.9259259259259258,F,G6
u088174896,43,40,73,0.9302325581395349,1.697674418604651,C,G3
u070211042,120,112,170,0.9333333333333333,1.4166666666666667,E,G5
u124350041,7,6,18,0.8571428571428571,2.5714285714285716,D,G4
u903642655,9,9,10,1.0,1.1111111111111112,F,G6
u577460726,10,8,25,0.8,2.5,C,G3
u867743654,15,13,44,0.8666666666666667,2.933333333333333,C,G3
u870082682,21,19,38,0.9047619047619048,1.8095238095238095,F,G6
u202961916,4,3,26,0.75,6.5,B,G2
u164262663,78,70,158,0.8974358974358975,2.0256410256410255,E,G5
u959609042,1,0,4,0.0,4.0,,
u002783953,3,3,4,1.0,1.3333333333333333,B,G2
u662498350,3,2,5,0.6666666666666666,1.6666666666666667,B,G2
u190278588,13,13,14,1.0,1.0769230769230769,D,G4
u987594096,2,2,17,1.0,8.5,B,G2
u783950543,30,27,56,0.9,1.8666666666666667,E,G5
u326785296,2,2,4,1.0,2.0,B,G2
u686220682,65,59,93,0.9076923076923077,1.4307692307692308,D,G4
u613069522,4,3,22,0.75,5.5,C,G3
u527771850,21,20,27,0.9523809523809523,1.2857142857142858,E,G5
u038389073,5,3,10,0.6,2.0,C,G3
